REGIAO,UF,DEPENDENCIA_ADM,LOUSA_DIGITAL,COMP_MESA,COMP_PORTATIL,TABLET,MATRICULAS,TOTAL_EQUIPAMENTOS,TIPO_ESCOLA,EQP_POR_ALUNO
Nordeste,MA,3,1.0,0,0,0,57,1.0,Pública,0.017543859649122806
Nordeste,MA,3,0.0,0,0,0,47,0.0,Pública,0.0
Nordeste,MA,3,0.0,1,1,0,95,2.0,Pública,0.021052631578947368
Nordeste,MA,3,0.0,4,0,0,6,4.0,Pública,0.6666666666666666
Nordeste,MA,3,0.0,0,0,0,85,0.0,Pública,0.0
Nordeste,MA,3,0.0,3,10,0,236,13.0,Pública,0.05508474576271186
Nordeste,MA,3,0.0,1,0,0,143,1.0,Pública,0.006993006993006993
Nordeste,MA,3,0.0,1,0,0,123,1.0,Pública,0.008130081300813009
Nordeste,MA,3,0.0,2,2,0,431,4.0,Pública,0.009280742459396751
Nordeste,MA,3,0.0,1,0,0,61,1.0,Pública,0.01639344262295082
Nordeste,MA,3,0.0,1,1,0,639,2.0,Pública,0.003129890453834116
Nordeste,MA,3,0.0,1,0,0,98,1.0,Pública,0.01020408163265306
Nordeste,MA,3,0.0,22,0,0,404,22.0,Pública,0.054455445544554455
Nordeste,MA,2,0.0,2,6,0,696,8.0,Pública,0.011494252873563218
Nordeste,MA,2,0.0,4,3,0,329,7.0,Pública,0.02127659574468085
Nordeste,MA,3,0.0,0,0,0,16,0.0,Pública,0.0
Nordeste,MA,3,0.0,0,1,0,288,1.0,Pública,0.003472222222222222
Nordeste,MA,3,0.0,1,1,0,80,2.0,Pública,0.025
Nordeste,MA,3,0.0,0,0,0,44,0.0,Pública,0.0
Nordeste,MA,3,0.0,1,2,0,7,3.0,Pública,0.42857142857142855
Nordeste,MA,3,0.0,0,1,0,140,1.0,Pública,0.007142857142857143
Nordeste,MA,3,0.0,1,2,0,289,3.0,Pública,0.010380622837370242
Nordeste,MA,3,0.0,0,0,0,43,0.0,Pública,0.0
Nordeste,MA,3,0.0,0,1,0,18,1.0,Pública,0.05555555555555555
Nordeste,MA,3,0.0,0,1,0,367,1.0,Pública,0.0027247956403269754
Nordeste,MA,2,0.0,0,0,0,182,0.0,Pública,0.0
Nordeste,MA,3,0.0,2,1,0,202,3.0,Pública,0.01485148514851485
Nordeste,MA,3,0.0,1,0,0,193,1.0,Pública,0.0051813471502590676
Nordeste,MA,3,0.0,1,0,0,55,1.0,Pública,0.01818181818181818
Nordeste,MA,3,0.0,0,0,0,9,0.0,Pública,0.0
Nordeste,MA,3,0.0,0,0,0,13,0.0,Pública,0.0
Nordeste,MA,3,0.0,1,0,0,165,1.0,Pública,0.006060606060606061
Nordeste,MA,3,0.0,0,1,0,92,1.0,Pública,0.010869565217391304
Nordeste,MA,3,0.0,1,0,0,423,1.0,Pública,0.002364066193853428
Nordeste,MA,2,0.0,22,0,0,426,22.0,Pública,0.051643192488262914
Nordeste,MA,3,0.0,0,0,0,274,0.0,Pública,0.0
Nordeste,MA,3,0.0,0,0,0,94,0.0,Pública,0.0
Nordeste,MA,3,0.0,0,0,0,32,0.0,Pública,0.0
Nordeste,MA,4,0.0,4,1,0,224,5.0,Privada,0.022321428571428572
Nordeste,MA,3,0.0,1,0,0,46,1.0,Pública,0.021739130434782608
Nordeste,MA,3,0.0,0,0,0,11,0.0,Pública,0.0
Nordeste,MA,2,1.0,0,1,0,274,2.0,Pública,0.0072992700729927005
Nordeste,MA,3,0.0,1,0,0,45,1.0,Pública,0.022222222222222223
Nordeste,MA,3,0.0,0,0,0,37,0.0,Pública,0.0
Nordeste,MA,3,0.0,0,0,0,6,0.0,Pública,0.0
Nordeste,MA,3,0.0,0,0,0,23,0.0,Pública,0.0
Nordeste,MA,3,0.0,0,0,0,349,0.0,Pública,0.0
Nordeste,MA,3,0.0,0,0,0,34,0.0,Pública,0.0
Nordeste,MA,3,0.0,0,0,0,38,0.0,Pública,0.0
Nordeste,MA,3,0.0,0,0,0,26,0.0,Pública,0.0
Nordeste,MA,3,0.0,0,0,0,27,0.0,Pública,0.0
Nordeste,MA,3,0.0,0,0,0,26,0.0,Pública,0.0
Nordeste,MA,3,0.0,0,0,0,127,0.0,Pública,0.0
Nordeste,MA,3,0.0,0,0,0,75,0.0,Pública,0.0
Nordeste,MA,3,0.0,0,0,0,18,0.0,Pública,0.0
Nordeste,MA,3,0.0,1,0,0,92,1.0,Pública,0.010869565217391304
Nordeste,MA,3,0.0,0,0,0,73,0.0,Pública,0.0
Nordeste,MA,3,0.0,0,0,0,172,0.0,Pública,0.0
Nordeste,MA,3,0.0,1,0,0,152,1.0,Pública,0.006578947368421052
Nordeste,MA,3,0.0,0,0,0,15,0.0,Pública,0.0
Nordeste,MA,3,0.0,0,0,0,24,0.0,Pública,0.0
Nordeste,MA,3,0.0,0,0,0,163,0.0,Pública,0.0
Nordeste,MA,3,0.0,0,0,0,166,0.0,Pública,0.0
Nordeste,MA,3,0.0,0,0,0,75,0.0,Pública,0.0
Nordeste,MA,3,0.0,0,0,0,50,0.0,Pública,0.0
Nordeste,MA,3,0.0,0,0,0,50,0.0,Pública,0.0
Nordeste,MA,3,0.0,0,0,0,85,0.0,Pública,0.0
Nordeste,MA,3,0.0,1,0,0,56,1.0,Pública,0.017857142857142856
Nordeste,MA,3,0.0,0,0,0,225,0.0,Pública,0.0
Nordeste,MA,3,0.0,0,0,0,65,0.0,Pública,0.0
Nordeste,MA,3,0.0,0,0,0,52,0.0,Pública,0.0
Nordeste,MA,3,0.0,0,0,0,37,0.0,Pública,0.0
Nordeste,MA,3,0.0,0,0,0,30,0.0,Pública,0.0
Nordeste,MA,3,0.0,0,0,0,62,0.0,Pública,0.0
Nordeste,MA,3,0.0,0,0,0,62,0.0,Pública,0.0
Nordeste,MA,3,0.0,0,0,0,73,0.0,Pública,0.0
Nordeste,MA,3,0.0,0,0,0,48,0.0,Pública,0.0
Nordeste,MA,3,0.0,0,0,0,38,0.0,Pública,0.0
Nordeste,MA,3,0.0,0,0,0,20,0.0,Pública,0.0
Nordeste,MA,3,0.0,0,0,0,250,0.0,Pública,0.0
Nordeste,MA,3,0.0,1,0,0,262,1.0,Pública,0.003816793893129771
Nordeste,MA,3,0.0,0,0,0,15,0.0,Pública,0.0
Nordeste,MA,2,0.0,0,0,0,50,0.0,Pública,0.0
Nordeste,MA,2,0.0,0,1,0,124,1.0,Pública,0.008064516129032258
Nordeste,MA,3,0.0,0,0,0,31,0.0,Pública,0.0
Nordeste,MA,3,0.0,0,0,0,56,0.0,Pública,0.0
Nordeste,MA,3,0.0,0,0,0,43,0.0,Pública,0.0
Nordeste,MA,3,0.0,2,1,0,302,3.0,Pública,0.009933774834437087
Nordeste,MA,3,0.0,0,0,0,63,0.0,Pública,0.0
Nordeste,MA,3,0.0,0,0,0,11,0.0,Pública,0.0
Nordeste,MA,3,0.0,0,0,0,118,0.0,Pública,0.0
Nordeste,MA,3,0.0,0,0,0,28,0.0,Pública,0.0
Nordeste,MA,3,0.0,0,0,0,40,0.0,Pública,0.0
Nordeste,MA,3,0.0,0,0,0,79,0.0,Pública,0.0
Nordeste,MA,3,0.0,0,0,0,42,0.0,Pública,0.0
Nordeste,MA,3,0.0,5,1,0,494,6.0,Pública,0.012145748987854251
Nordeste,MA,3,0.0,4,1,0,104,5.0,Pública,0.04807692307692308
Nordeste,MA,3,0.0,1,0,0,92,1.0,Pública,0.010869565217391304
Nordeste,MA,3,0.0,0,0,0,41,0.0,Pública,0.0
Nordeste,MA,3,0.0,0,0,0,44,0.0,Pública,0.0
Nordeste,MA,3,0.0,0,0,0,16,0.0,Pública,0.0
Nordeste,MA,3,1.0,4,0,0,236,5.0,Pública,0.0211864406779661
Nordeste,MA,3,0.0,0,0,0,153,0.0,Pública,0.0
Nordeste,MA,3,0.0,0,0,0,180,0.0,Pública,0.0
Nordeste,MA,3,0.0,0,0,0,27,0.0,Pública,0.0
Nordeste,MA,2,0.0,0,0,0,325,0.0,Pública,0.0
Nordeste,MA,3,0.0,1,1,0,306,2.0,Pública,0.006535947712418301
Nordeste,MA,2,0.0,3,3,0,507,6.0,Pública,0.011834319526627219
Nordeste,MA,3,1.0,1,2,0,141,4.0,Pública,0.028368794326241134
Nordeste,MA,3,0.0,0,0,0,5,0.0,Pública,0.0
Nordeste,MA,3,0.0,0,0,0,28,0.0,Pública,0.0
Nordeste,MA,3,0.0,0,0,0,21,0.0,Pública,0.0
Nordeste,MA,3,0.0,0,0,0,55,0.0,Pública,0.0
Nordeste,MA,3,0.0,0,0,0,126,0.0,Pública,0.0
Nordeste,MA,3,0.0,0,0,0,25,0.0,Pública,0.0
Nordeste,MA,3,0.0,0,0,0,22,0.0,Pública,0.0
Nordeste,MA,3,0.0,0,0,0,64,0.0,Pública,0.0
Nordeste,MA,3,0.0,0,0,0,63,0.0,Pública,0.0
Nordeste,MA,3,0.0,0,0,0,97,0.0,Pública,0.0
Nordeste,MA,3,0.0,0,0,0,49,0.0,Pública,0.0
Nordeste,MA,3,0.0,0,0,0,60,0.0,Pública,0.0
Nordeste,MA,3,0.0,1,1,0,128,2.0,Pública,0.015625
Nordeste,MA,4,0.0,0,0,0,431,0.0,Privada,0.0
Nordeste,MA,3,0.0,0,0,0,255,0.0,Pública,0.0
Nordeste,MA,3,0.0,2,0,0,128,2.0,Pública,0.015625
Nordeste,MA,3,0.0,0,0,0,128,0.0,Pública,0.0
Nordeste,MA,3,0.0,12,2,0,475,14.0,Pública,0.029473684210526315
Nordeste,MA,3,0.0,1,0,0,176,1.0,Pública,0.005681818181818182
Nordeste,MA,3,0.0,0,0,0,146,0.0,Pública,0.0
Nordeste,MA,3,0.0,0,0,0,30,0.0,Pública,0.0
Nordeste,MA,3,0.0,5,0,0,20,5.0,Pública,0.25
Nordeste,MA,3,0.0,6,1,0,305,7.0,Pública,0.022950819672131147
Nordeste,MA,3,0.0,8,0,0,184,8.0,Pública,0.043478260869565216
Nordeste,MA,4,0.0,1,0,0,180,1.0,Privada,0.005555555555555556
Nordeste,MA,3,0.0,0,0,0,27,0.0,Pública,0.0
Nordeste,MA,2,0.0,0,0,0,162,0.0,Pública,0.0
Nordeste,MA,3,0.0,0,0,0,245,0.0,Pública,0.0
Nordeste,MA,3,0.0,0,0,0,330,0.0,Pública,0.0
Nordeste,MA,3,0.0,0,0,0,29,0.0,Pública,0.0
Nordeste,MA,3,0.0,0,0,0,86,0.0,Pública,0.0
Nordeste,MA,3,0.0,0,0,0,237,0.0,Pública,0.0
Nordeste,MA,3,0.0,0,1,0,162,1.0,Pública,0.006172839506172839
Nordeste,MA,3,0.0,1,0,0,52,1.0,Pública,0.019230769230769232
Nordeste,MA,2,0.0,0,0,0,26,0.0,Pública,0.0
Nordeste,MA,2,0.0,0,0,0,41,0.0,Pública,0.0
Nordeste,MA,3,0.0,0,0,0,12,0.0,Pública,0.0
Nordeste,MA,3,0.0,0,0,0,156,0.0,Pública,0.0
Nordeste,MA,3,0.0,0,0,0,40,0.0,Pública,0.0
Nordeste,MA,3,0.0,0,0,0,76,0.0,Pública,0.0
Nordeste,MA,3,0.0,0,0,0,14,0.0,Pública,0.0
Nordeste,MA,3,0.0,0,0,0,19,0.0,Pública,0.0
Nordeste,MA,3,0.0,0,0,0,15,0.0,Pública,0.0
Nordeste,MA,4,0.0,0,0,0,34,0.0,Privada,0.0
Nordeste,MA,3,0.0,0,0,0,284,0.0,Pública,0.0
Nordeste,MA,3,0.0,0,0,0,313,0.0,Pública,0.0
Nordeste,MA,3,0.0,2,0,0,162,2.0,Pública,0.012345679012345678
Nordeste,MA,3,0.0,1,2,0,352,3.0,Pública,0.008522727272727272
Nordeste,MA,3,0.0,0,0,0,386,0.0,Pública,0.0
Nordeste,MA,2,0.0,10,2,0,818,12.0,Pública,0.014669926650366748
Nordeste,MA,3,0.0,0,0,0,46,0.0,Pública,0.0
Nordeste,MA,3,0.0,0,0,0,9,0.0,Pública,0.0
Nordeste,MA,3,0.0,0,0,0,137,0.0,Pública,0.0
Nordeste,MA,3,0.0,0,0,0,150,0.0,Pública,0.0
Nordeste,MA,2,0.0,0,0,0,109,0.0,Pública,0.0
Nordeste,MA,3,0.0,0,0,0,324,0.0,Pública,0.0
Nordeste,MA,3,0.0,0,0,0,134,0.0,Pública,0.0
Nordeste,MA,4,0.0,5,0,0,277,5.0,Privada,0.018050541516245487
Nordeste,MA,3,0.0,0,0,0,220,0.0,Pública,0.0
Nordeste,MA,3,0.0,0,2,0,412,2.0,Pública,0.0048543689320388345
Nordeste,MA,3,0.0,0,0,0,99,0.0,Pública,0.0
Nordeste,MA,3,0.0,0,0,0,338,0.0,Pública,0.0
Nordeste,MA,3,0.0,0,0,0,71,0.0,Pública,0.0
Nordeste,MA,3,0.0,0,0,0,98,0.0,Pública,0.0
Nordeste,MA,3,0.0,0,0,0,18,0.0,Pública,0.0
Nordeste,MA,3,0.0,1,0,0,87,1.0,Pública,0.011494252873563218
Nordeste,MA,3,0.0,0,0,0,127,0.0,Pública,0.0
Nordeste,MA,3,0.0,0,0,0,68,0.0,Pública,0.0
Nordeste,MA,3,0.0,0,0,0,20,0.0,Pública,0.0
Nordeste,MA,3,0.0,0,0,0,23,0.0,Pública,0.0
Nordeste,MA,3,0.0,1,0,0,14,1.0,Pública,0.07142857142857142
Nordeste,MA,3,0.0,0,0,0,15,0.0,Pública,0.0
Nordeste,MA,3,0.0,0,0,0,63,0.0,Pública,0.0
Nordeste,MA,3,0.0,0,1,0,119,1.0,Pública,0.008403361344537815
Nordeste,MA,3,0.0,0,0,0,148,0.0,Pública,0.0
Nordeste,MA,3,0.0,0,0,0,95,0.0,Pública,0.0
Nordeste,MA,3,0.0,0,0,0,21,0.0,Pública,0.0
Nordeste,MA,3,0.0,1,0,0,43,1.0,Pública,0.023255813953488372
Nordeste,MA,3,0.0,1,0,0,242,1.0,Pública,0.004132231404958678
Nordeste,MA,3,0.0,0,0,0,86,0.0,Pública,0.0
Nordeste,MA,3,0.0,0,0,0,86,0.0,Pública,0.0
Nordeste,MA,3,0.0,0,0,0,25,0.0,Pública,0.0
Nordeste,MA,3,0.0,1,1,0,246,2.0,Pública,0.008130081300813009
Nordeste,MA,2,0.0,2,1,0,480,3.0,Pública,0.00625
Nordeste,MA,2,0.0,4,1,20,180,25.0,Pública,0.1388888888888889
Nordeste,MA,3,0.0,2,1,0,412,3.0,Pública,0.007281553398058253
Nordeste,MA,3,1.0,1,0,0,13,2.0,Pública,0.15384615384615385
Nordeste,MA,3,0.0,0,1,0,124,1.0,Pública,0.008064516129032258
Nordeste,MA,3,0.0,0,0,0,104,0.0,Pública,0.0
Nordeste,MA,3,0.0,0,0,0,23,0.0,Pública,0.0
Nordeste,MA,3,0.0,1,0,0,331,1.0,Pública,0.0030211480362537764
Nordeste,MA,3,0.0,1,0,0,199,1.0,Pública,0.005025125628140704
Nordeste,MA,4,0.0,1,2,0,100,3.0,Privada,0.03
Nordeste,MA,4,0.0,2,0,0,115,2.0,Privada,0.017391304347826087
Nordeste,MA,3,0.0,0,2,0,655,2.0,Pública,0.0030534351145038168
Nordeste,MA,3,0.0,0,0,0,838,0.0,Pública,0.0
Nordeste,MA,3,0.0,1,0,0,223,1.0,Pública,0.004484304932735426
Nordeste,MA,3,0.0,0,1,0,105,1.0,Pública,0.009523809523809525
Nordeste,MA,3,0.0,0,0,0,17,0.0,Pública,0.0
Nordeste,MA,3,0.0,0,0,0,19,0.0,Pública,0.0
Nordeste,MA,3,0.0,0,0,0,29,0.0,Pública,0.0
Nordeste,MA,3,0.0,0,0,0,129,0.0,Pública,0.0
Nordeste,MA,3,0.0,0,0,0,110,0.0,Pública,0.0
Nordeste,MA,3,0.0,0,1,0,55,1.0,Pública,0.01818181818181818
Nordeste,MA,3,0.0,0,0,0,29,0.0,Pública,0.0
Nordeste,MA,3,0.0,0,2,0,125,2.0,Pública,0.016
Nordeste,MA,3,0.0,0,0,0,20,0.0,Pública,0.0
Nordeste,MA,3,0.0,0,1,0,36,1.0,Pública,0.027777777777777776
Nordeste,MA,3,0.0,0,0,0,11,0.0,Pública,0.0
Nordeste,MA,3,0.0,0,0,0,29,0.0,Pública,0.0
Nordeste,MA,3,0.0,0,1,0,48,1.0,Pública,0.020833333333333332
Nordeste,MA,3,0.0,1,1,0,136,2.0,Pública,0.014705882352941176
Nordeste,MA,3,0.0,0,0,0,48,0.0,Pública,0.0
Nordeste,MA,3,0.0,0,2,0,127,2.0,Pública,0.015748031496062992
Nordeste,MA,3,0.0,0,0,0,67,0.0,Pública,0.0
Nordeste,MA,3,0.0,0,0,0,16,0.0,Pública,0.0
Nordeste,MA,3,0.0,0,0,6,157,6.0,Pública,0.03821656050955414
Nordeste,MA,3,0.0,0,0,0,39,0.0,Pública,0.0
Nordeste,MA,3,0.0,2,0,0,138,2.0,Pública,0.014492753623188406
Nordeste,MA,3,0.0,0,0,0,33,0.0,Pública,0.0
Nordeste,MA,3,0.0,0,1,0,172,1.0,Pública,0.005813953488372093
Nordeste,MA,3,0.0,1,0,0,83,1.0,Pública,0.012048192771084338
Nordeste,MA,3,0.0,1,0,0,35,1.0,Pública,0.02857142857142857
Nordeste,MA,3,0.0,1,0,0,100,1.0,Pública,0.01
Nordeste,MA,3,0.0,0,0,0,7,0.0,Pública,0.0
Nordeste,MA,3,0.0,0,0,0,9,0.0,Pública,0.0
Nordeste,MA,3,0.0,0,0,0,12,0.0,Pública,0.0
Nordeste,MA,3,0.0,0,0,0,48,0.0,Pública,0.0
Nordeste,MA,3,0.0,1,0,0,75,1.0,Pública,0.013333333333333334
Nordeste,MA,3,0.0,0,0,0,33,0.0,Pública,0.0
Nordeste,MA,3,0.0,0,0,0,11,0.0,Pública,0.0
Nordeste,MA,3,0.0,0,0,0,14,0.0,Pública,0.0
Nordeste,MA,3,0.0,0,0,0,57,0.0,Pública,0.0
Nordeste,MA,3,0.0,1,2,2,98,5.0,Pública,0.05102040816326531
Nordeste,MA,3,0.0,0,0,0,111,0.0,Pública,0.0
Nordeste,MA,3,0.0,0,0,0,147,0.0,Pública,0.0
Nordeste,MA,3,0.0,0,0,0,58,0.0,Pública,0.0
Nordeste,MA,3,0.0,0,0,0,18,0.0,Pública,0.0
Nordeste,MA,3,0.0,0,0,0,12,0.0,Pública,0.0
Nordeste,MA,3,0.0,0,0,0,72,0.0,Pública,0.0
Nordeste,MA,3,0.0,1,0,0,16,1.0,Pública,0.0625
Nordeste,MA,3,0.0,0,0,0,62,0.0,Pública,0.0
Nordeste,MA,3,0.0,0,1,0,26,1.0,Pública,0.038461538461538464
Nordeste,MA,3,0.0,1,0,0,137,1.0,Pública,0.0072992700729927005
Nordeste,MA,3,0.0,0,0,0,48,0.0,Pública,0.0
Nordeste,MA,3,0.0,1,0,0,146,1.0,Pública,0.00684931506849315
Nordeste,MA,3,0.0,0,1,4,245,5.0,Pública,0.02040816326530612
Nordeste,MA,2,0.0,15,0,0,480,15.0,Pública,0.03125
Nordeste,MA,3,0.0,0,0,0,111,0.0,Pública,0.0
Nordeste,MA,3,0.0,1,3,0,251,4.0,Pública,0.01593625498007968
Nordeste,MA,3,0.0,0,0,0,8,0.0,Pública,0.0
Nordeste,MA,3,0.0,0,0,0,17,0.0,Pública,0.0
Nordeste,MA,3,0.0,0,0,0,15,0.0,Pública,0.0
Nordeste,MA,3,0.0,0,0,0,30,0.0,Pública,0.0
Nordeste,MA,3,0.0,0,0,0,16,0.0,Pública,0.0
Nordeste,MA,3,0.0,0,0,0,13,0.0,Pública,0.0
Nordeste,MA,3,0.0,0,0,0,14,0.0,Pública,0.0
Nordeste,MA,3,0.0,0,0,0,12,0.0,Pública,0.0
Nordeste,MA,3,0.0,0,0,0,14,0.0,Pública,0.0
Nordeste,MA,3,0.0,1,0,0,59,1.0,Pública,0.01694915254237288
Nordeste,MA,3,0.0,0,0,0,9,0.0,Pública,0.0
Nordeste,MA,3,0.0,1,0,0,140,1.0,Pública,0.007142857142857143
Nordeste,MA,3,0.0,1,0,0,18,1.0,Pública,0.05555555555555555
Nordeste,MA,3,0.0,1,0,0,176,1.0,Pública,0.005681818181818182
Nordeste,MA,3,0.0,0,0,0,104,0.0,Pública,0.0
Nordeste,MA,3,0.0,0,0,0,29,0.0,Pública,0.0
Nordeste,MA,3,0.0,0,0,0,36,0.0,Pública,0.0
Nordeste,MA,3,0.0,1,0,0,104,1.0,Pública,0.009615384615384616
Nordeste,MA,3,0.0,1,0,0,105,1.0,Pública,0.009523809523809525
Nordeste,MA,3,0.0,0,0,0,9,0.0,Pública,0.0
Nordeste,MA,3,0.0,0,0,0,24,0.0,Pública,0.0
Nordeste,MA,3,0.0,0,0,0,103,0.0,Pública,0.0
Nordeste,MA,3,0.0,0,0,0,58,0.0,Pública,0.0
Nordeste,MA,4,0.0,2,0,0,101,2.0,Privada,0.019801980198019802
Nordeste,MA,4,0.0,0,1,0,37,1.0,Privada,0.02702702702702703
Nordeste,MA,4,0.0,1,0,0,85,1.0,Privada,0.011764705882352941
Nordeste,MA,3,0.0,0,0,0,19,0.0,Pública,0.0
Nordeste,MA,3,0.0,0,0,0,31,0.0,Pública,0.0
Nordeste,MA,2,0.0,5,10,0,426,15.0,Pública,0.035211267605633804
Nordeste,MA,2,0.0,0,0,0,147,0.0,Pública,0.0
Nordeste,MA,3,0.0,0,0,0,162,0.0,Pública,0.0
Nordeste,MA,3,0.0,0,0,0,21,0.0,Pública,0.0
Nordeste,MA,3,0.0,0,0,0,96,0.0,Pública,0.0
Nordeste,MA,3,0.0,1,0,0,139,1.0,Pública,0.007194244604316547
Nordeste,MA,3,0.0,0,0,0,5,0.0,Pública,0.0
Nordeste,MA,3,0.0,0,0,0,20,0.0,Pública,0.0
Nordeste,MA,3,0.0,0,0,0,32,0.0,Pública,0.0
Nordeste,MA,3,0.0,0,0,0,6,0.0,Pública,0.0
Nordeste,MA,3,0.0,0,0,0,21,0.0,Pública,0.0
Nordeste,MA,3,0.0,1,0,0,16,1.0,Pública,0.0625
Nordeste,MA,3,0.0,0,0,0,220,0.0,Pública,0.0
Nordeste,MA,3,0.0,0,0,0,392,0.0,Pública,0.0
Nordeste,MA,3,0.0,1,0,0,268,1.0,Pública,0.0037313432835820895
Nordeste,MA,2,0.0,0,0,0,314,0.0,Pública,0.0
Nordeste,MA,3,0.0,0,2,0,31,2.0,Pública,0.06451612903225806
Nordeste,MA,3,0.0,0,0,0,4,0.0,Pública,0.0
Nordeste,MA,2,0.0,5,0,0,267,5.0,Pública,0.018726591760299626
Nordeste,MA,2,0.0,0,0,0,10,0.0,Pública,0.0
Nordeste,MA,2,0.0,0,0,0,18,0.0,Pública,0.0
Nordeste,MA,3,0.0,0,3,0,264,3.0,Pública,0.011363636363636364
Nordeste,MA,3,0.0,0,0,0,374,0.0,Pública,0.0
Nordeste,MA,4,0.0,0,0,0,36,0.0,Privada,0.0
Nordeste,MA,3,0.0,0,1,0,348,1.0,Pública,0.0028735632183908046
Nordeste,MA,3,0.0,0,0,0,124,0.0,Pública,0.0
Nordeste,MA,3,0.0,0,0,0,102,0.0,Pública,0.0
Nordeste,MA,3,0.0,0,0,0,37,0.0,Pública,0.0
Nordeste,MA,3,0.0,1,1,0,246,2.0,Pública,0.008130081300813009
Nordeste,MA,3,0.0,0,1,0,78,1.0,Pública,0.01282051282051282
Nordeste,MA,3,0.0,0,0,0,86,0.0,Pública,0.0
Nordeste,MA,3,0.0,0,0,0,45,0.0,Pública,0.0
Nordeste,MA,3,0.0,0,0,1,44,1.0,Pública,0.022727272727272728
Nordeste,MA,3,0.0,0,1,0,174,1.0,Pública,0.005747126436781609
Nordeste,MA,3,0.0,0,0,0,57,0.0,Pública,0.0
Nordeste,MA,3,0.0,0,0,0,59,0.0,Pública,0.0
Nordeste,MA,3,0.0,0,0,0,373,0.0,Pública,0.0
Nordeste,MA,3,0.0,0,0,0,59,0.0,Pública,0.0
Nordeste,MA,3,0.0,0,0,0,52,0.0,Pública,0.0
Nordeste,MA,3,0.0,1,0,0,83,1.0,Pública,0.012048192771084338
Nordeste,MA,3,0.0,0,0,0,32,0.0,Pública,0.0
Nordeste,MA,3,0.0,1,0,0,52,1.0,Pública,0.019230769230769232
Nordeste,MA,3,0.0,0,0,0,55,0.0,Pública,0.0
Nordeste,MA,3,0.0,0,1,0,164,1.0,Pública,0.006097560975609756
Nordeste,MA,3,0.0,0,1,0,347,1.0,Pública,0.002881844380403458
Nordeste,MA,2,0.0,1,3,0,824,4.0,Pública,0.0048543689320388345
Nordeste,MA,3,0.0,0,0,0,365,0.0,Pública,0.0
Nordeste,MA,3,0.0,1,1,0,159,2.0,Pública,0.012578616352201259
Nordeste,MA,3,0.0,0,0,0,81,0.0,Pública,0.0
Nordeste,MA,3,0.0,1,1,0,312,2.0,Pública,0.00641025641025641
Nordeste,MA,3,0.0,0,0,0,48,0.0,Pública,0.0
Nordeste,MA,3,0.0,0,0,0,6,0.0,Pública,0.0
Nordeste,MA,3,0.0,0,0,0,205,0.0,Pública,0.0
Nordeste,MA,4,0.0,0,1,0,90,1.0,Privada,0.011111111111111112
Nordeste,MA,3,0.0,0,0,0,35,0.0,Pública,0.0
Nordeste,MA,3,0.0,1,0,0,27,1.0,Pública,0.037037037037037035
Nordeste,MA,3,0.0,0,0,0,11,0.0,Pública,0.0
Nordeste,MA,3,0.0,0,1,0,138,1.0,Pública,0.007246376811594203
Nordeste,MA,3,0.0,1,0,0,181,1.0,Pública,0.0055248618784530384
Nordeste,MA,3,0.0,1,0,0,156,1.0,Pública,0.00641025641025641
Nordeste,MA,3,0.0,1,1,0,253,2.0,Pública,0.007905138339920948
Nordeste,MA,3,0.0,0,0,0,235,0.0,Pública,0.0
Nordeste,MA,4,0.0,0,5,0,100,5.0,Privada,0.05
Nordeste,MA,4,0.0,0,6,0,184,6.0,Privada,0.03260869565217391
Nordeste,MA,3,0.0,1,0,0,193,1.0,Pública,0.0051813471502590676
Nordeste,MA,2,1.0,10,2,2,325,15.0,Pública,0.046153846153846156
Nordeste,MA,3,0.0,2,0,0,234,2.0,Pública,0.008547008547008548
Nordeste,MA,3,0.0,11,1,0,124,12.0,Pública,0.0967741935483871
Nordeste,MA,3,0.0,0,0,0,17,0.0,Pública,0.0
Nordeste,MA,3,0.0,1,0,0,86,1.0,Pública,0.011627906976744186
Nordeste,MA,3,0.0,1,0,0,99,1.0,Pública,0.010101010101010102
Nordeste,MA,3,0.0,0,0,0,39,0.0,Pública,0.0
Nordeste,MA,3,0.0,1,0,0,94,1.0,Pública,0.010638297872340425
Nordeste,MA,3,0.0,1,0,0,39,1.0,Pública,0.02564102564102564
Nordeste,MA,3,0.0,1,0,0,40,1.0,Pública,0.025
Nordeste,MA,3,0.0,1,0,0,33,1.0,Pública,0.030303030303030304
Nordeste,MA,3,0.0,0,0,0,56,0.0,Pública,0.0
Nordeste,MA,3,0.0,1,0,0,40,1.0,Pública,0.025
Nordeste,MA,3,0.0,2,0,0,234,2.0,Pública,0.008547008547008548
Nordeste,MA,3,0.0,0,0,0,126,0.0,Pública,0.0
Nordeste,MA,3,0.0,0,0,0,83,0.0,Pública,0.0
Nordeste,MA,3,0.0,1,0,0,116,1.0,Pública,0.008620689655172414
Nordeste,MA,2,0.0,5,1,39,208,45.0,Pública,0.21634615384615385
Nordeste,MA,3,0.0,1,0,0,138,1.0,Pública,0.007246376811594203
Nordeste,MA,3,0.0,0,0,0,40,0.0,Pública,0.0
Nordeste,MA,3,0.0,2,0,0,188,2.0,Pública,0.010638297872340425
Nordeste,MA,3,0.0,1,0,0,81,1.0,Pública,0.012345679012345678
Nordeste,MA,3,0.0,0,0,0,94,0.0,Pública,0.0
Nordeste,MA,3,0.0,2,0,0,77,2.0,Pública,0.025974025974025976
